               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.025462,           0.0094764,                   0,              0.6805,             0.59208,             0.55777,             0.29881,            0.049358,           0.0087164,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.025329,           0.0095881,                   0,             0.63539,             0.60069,             0.55298,             0.29092,            0.048658,           0.0085362,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.025447,           0.0097207,                   0,             0.69282,              0.5823,             0.55943,             0.29106,            0.049167,           0.0086122,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.024995,           0.0095746,                   0,             0.65726,             0.58692,             0.55122,             0.29432,            0.048666,           0.0088533,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.024954,           0.0093751,                   0,             0.71233,             0.55422,             0.57372,             0.30929,            0.049164,           0.0087247,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.024872,           0.0095246,                   0,             0.67835,             0.58003,             0.53275,             0.27409,            0.049994,           0.0089148,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.024635,             0.00919,                   0,             0.69081,             0.57143,             0.56408,              0.2861,            0.049075,           0.0086945,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.024719,           0.0092841,                   0,             0.65737,              0.5938,             0.56397,             0.29025,            0.048997,           0.0090666,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.024575,           0.0093626,                   0,             0.67446,             0.59553,             0.57242,             0.29459,            0.048159,           0.0089282,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.024102,           0.0092811,                   0,             0.66514,             0.61538,              0.5739,             0.29911,            0.048428,           0.0089191,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.024288,           0.0091855,                   0,             0.69164,             0.60225,             0.59382,             0.30401,            0.048454,           0.0086635,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.024027,           0.0092565,                   0,             0.66911,             0.59208,             0.56436,             0.29883,            0.049337,           0.0089066,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.024017,            0.009458,                   0,             0.66405,             0.57836,             0.57154,              0.3027,            0.049603,           0.0089103,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.024114,           0.0091856,                   0,             0.67707,             0.60413,             0.57762,             0.30993,            0.047192,           0.0088146,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.023558,           0.0088861,                   0,             0.66319,             0.62699,             0.58033,             0.30715,            0.048311,           0.0087915,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.023622,           0.0090396,                   0,              0.6788,             0.60379,               0.576,             0.29731,            0.048896,           0.0087358,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.023506,           0.0090094,                   0,              0.6789,             0.57496,             0.53939,             0.28947,            0.048849,           0.0090485,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.023459,           0.0091185,                   0,             0.65161,             0.60199,             0.55572,             0.29516,            0.048126,            0.009167,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.023203,           0.0089252,                   0,              0.6579,             0.59725,             0.57512,             0.30364,            0.048502,           0.0091638,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.023282,           0.0088468,                   0,             0.64543,             0.59725,             0.55979,             0.29861,            0.048915,           0.0089514,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.023359,           0.0090289,                   0,             0.67629,             0.59036,             0.57057,              0.3021,            0.049587,           0.0090332,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.023506,            0.008921,                   0,             0.67215,             0.59208,             0.56768,             0.30584,             0.04901,           0.0092454,                   0,            0.003334,            0.003334,            0.003334
                 103,             0.02325,           0.0088687,                   0,             0.65982,             0.58692,             0.55562,             0.29492,            0.048954,           0.0089617,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.023035,           0.0088338,                   0,             0.67624,             0.59208,             0.57414,             0.30967,            0.048024,           0.0089814,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.022789,           0.0089191,                   0,             0.67019,             0.59552,             0.57484,             0.30444,            0.048275,           0.0089195,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.022182,           0.0086379,                   0,             0.68888,             0.59897,             0.58701,             0.31008,            0.047886,           0.0091432,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.022636,           0.0088399,                   0,             0.69337,              0.5852,             0.57113,             0.29923,            0.047995,           0.0090516,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.022487,           0.0087013,                   0,             0.68246,             0.59036,             0.57748,             0.30726,            0.047506,           0.0091006,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.022363,           0.0087357,                   0,             0.68621,             0.58003,             0.55728,             0.29081,            0.048804,           0.0091059,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.022201,            0.008618,                   0,              0.6966,             0.59671,             0.56406,             0.29261,            0.049154,           0.0091058,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.021977,           0.0087211,                   0,             0.68914,             0.59208,             0.56756,             0.29831,            0.049346,           0.0091519,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.022184,           0.0085136,                   0,             0.67056,             0.62011,              0.5882,             0.31372,            0.047712,           0.0088399,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.022032,           0.0085992,                   0,             0.68406,             0.60241,             0.58889,             0.31718,            0.048637,           0.0087987,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.021771,           0.0083755,                   0,             0.66429,              0.5852,             0.57536,              0.3139,            0.049434,           0.0089162,                   0,            0.002542,            0.002542,            0.002542
